熱負荷[kW],処理負荷[kW],負荷率（実質）[-],低圧[MPa],高圧[MPa],圧縮機消費電力[kW],室外機ファン消費電力[kW],室内機消費電力（合算）[kW],圧縮機COP[-],システムCOP[-],室内機1処理負荷[kW],室内機2処理負荷[kW],室内機3処理負荷[kW],室内機4処理負荷[kW],室内機5処理負荷[kW],室内機6処理負荷[kW],室内機7処理負荷[kW],室内機8処理負荷[kW],室内機9処理負荷[kW],室内機10処理負荷[kW],室内機11処理負荷[kW],室内機12処理負荷[kW],室内機13処理負荷[kW],室内機14処理負荷[kW],室内機15処理負荷[kW],室内機16処理負荷[kW]
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
1.20,1.20,0.007,0.897,2.462,0.90,1.65,1.12,1.34,0.33,-0.00,-0.00,-0.00,-0.00,-0.14,-0.15,-0.14,-0.15,-0.14,-0.18,-0.00,-0.29,-0.00,-0.00,-0.00,-0.00
37.70,37.70,0.250,0.800,2.480,11.49,1.65,1.12,3.28,2.65,-4.20,-0.00,-4.28,-2.31,-2.59,-2.79,-2.95,-2.88,-2.76,-2.87,-0.00,-5.19,-0.00,-4.88,-0.00,-0.00
51.30,51.30,0.350,0.795,2.529,15.64,1.65,1.12,3.28,2.79,-4.19,-0.00,-3.98,-2.80,-4.36,-3.04,-0.00,-5.38,-0.00,-3.39,-0.00,-7.52,-0.00,-6.97,-4.15,-5.51
55.30,55.30,0.413,0.790,2.717,18.13,1.65,1.12,3.05,2.65,-3.13,-0.00,-2.93,-1.83,-5.28,-4.99,-3.89,-2.97,-3.73,-3.24,-0.00,-6.41,-2.07,-4.76,-4.59,-5.48
47.60,45.09,0.350,0.845,2.802,15.63,1.65,1.12,3.05,2.59,-5.49,-0.00,-5.13,-3.78,-0.00,-0.00,-0.00,-4.73,-0.00,-4.43,-0.00,-10.38,-3.39,-7.77,-0.00,-0.00
43.90,43.74,0.307,0.900,2.802,13.85,1.65,1.12,3.17,2.64,-2.22,-0.00,-4.91,-1.53,-1.77,-3.89,-3.11,-2.29,-3.22,-2.98,-0.00,-6.43,-1.24,-2.92,-3.24,-3.98
40.10,12.83,0.272,0.929,2.802,12.42,1.65,1.12,3.23,2.64,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-4.30,-8.53,-0.00,-0.00
40.90,40.90,0.235,0.969,2.553,10.85,1.65,1.12,3.77,3.00,-3.18,-0.00,-4.03,-0.00,-2.93,-2.52,-2.70,-2.79,-2.50,-2.65,-0.00,-4.94,-1.51,-3.49,-3.26,-4.40
45.50,44.99,0.297,0.971,2.802,13.46,1.65,1.12,3.38,2.81,-0.00,-0.00,-0.00,-0.00,-4.15,-5.43,-3.44,-5.76,-3.81,-4.17,-0.00,-7.17,-3.05,-8.01,-0.00,-0.00
41.80,41.80,0.264,0.987,2.763,12.06,1.65,1.12,3.47,2.82,-0.00,-0.00,-4.92,-0.00,-3.33,-3.00,-2.10,-2.79,-2.59,-2.47,-0.00,-4.52,-1.79,-4.28,-4.86,-5.16
36.00,29.63,0.233,0.978,2.802,10.77,1.65,1.12,3.34,2.66,-0.00,-0.00,-0.00,-0.00,-5.61,-5.89,-0.00,-5.58,-0.00,-0.00,-0.00,-0.00,-3.92,-8.63,-0.00,-0.00
38.90,38.90,0.233,0.983,2.654,10.75,1.65,1.12,3.62,2.88,-0.00,-0.00,-2.28,-0.00,-2.30,-2.43,-4.59,-2.05,-5.23,-2.66,-0.00,-5.91,-1.36,-3.18,-3.23,-3.67
39.00,39.00,0.250,0.957,2.732,11.46,1.65,1.12,3.40,2.74,-0.00,-0.00,-0.00,-0.00,-4.84,-3.94,-3.50,-4.70,-0.00,-3.76,-0.00,-6.00,-2.59,-6.50,-3.18,-0.00
32.90,32.90,0.202,0.947,2.632,9.41,1.65,1.12,3.50,2.70,-0.00,-0.00,-0.00,-0.00,-3.03,-2.88,-2.27,-3.00,-4.66,-2.25,-0.00,-4.04,-0.00,-2.57,-3.42,-4.78
35.50,32.76,0.245,0.912,2.802,11.26,1.65,1.12,3.15,2.53,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-3.55,-3.71,-3.58,-3.22,-0.00,-7.06,-0.00,-0.00,-5.74,-5.91
4.70,4.70,0.025,1.001,2.478,1.41,1.65,1.12,3.32,1.12,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.80,-0.88,-0.79,-0.74,-0.00,-1.48,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
7.90,7.90,0.047,0.909,2.480,2.27,1.65,1.12,3.48,1.57,-0.00,-0.00,-0.00,-0.00,-0.95,-0.97,-0.95,-1.00,-0.97,-1.19,-0.00,-1.87,-0.00,-0.00,-0.00,-0.00
47.20,47.19,0.356,0.819,2.802,15.85,1.65,1.12,2.98,2.53,-0.00,-0.00,-0.00,-0.00,-4.76,-5.74,-5.99,-6.60,-6.12,-5.80,-0.00,-12.18,-0.00,-0.00,-0.00,-0.00
35.00,35.00,0.243,0.863,2.714,11.19,1.65,1.12,3.13,2.51,-0.00,-0.00,-3.32,-2.34,-5.46,-4.38,-2.83,-3.65,-2.85,-3.48,-0.00,-6.70,-0.00,-0.00,-0.00,-0.00
44.10,44.10,0.297,0.833,2.584,13.46,1.65,1.12,3.28,2.72,-0.00,-0.00,-4.49,-2.96,-0.00,-0.00,-4.13,-4.23,-3.82,-4.20,-0.00,-6.67,-2.81,-0.00,-5.56,-5.23
50.40,50.40,0.341,0.841,2.610,15.26,1.65,1.12,3.30,2.80,-0.00,-0.00,-2.30,-3.66,-4.99,-4.68,-4.57,-1.92,-3.32,-4.16,-2.21,-6.54,-1.52,-3.52,-3.44,-3.57
40.90,23.55,0.297,0.859,2.802,13.45,1.65,1.12,3.04,2.52,-0.00,-0.00,-4.95,-0.00,-0.00,-0.00,-0.00,-5.80,-0.00,-0.00,-0.00,-0.00,-4.18,-8.63,-0.00,-0.00
39.20,39.20,0.275,0.883,2.779,12.55,1.65,1.12,3.12,2.56,-0.00,-0.00,-3.61,-0.00,-2.38,-2.42,-2.80,-2.76,-1.68,-2.80,-0.00,-8.40,-2.19,-5.43,-4.73,-0.00
40.30,40.30,0.273,0.864,2.665,12.47,1.65,1.12,3.23,2.64,-0.00,-0.00,-2.03,-0.63,-3.89,-3.79,-3.27,-3.01,-3.53,-3.49,-0.00,-7.73,-1.00,-2.30,-4.29,-1.33
38.20,12.28,0.268,0.893,2.802,12.26,1.65,1.12,3.12,2.54,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-4.13,-8.15,-0.00,-0.00
41.40,41.40,0.246,0.902,2.480,11.31,1.65,1.12,3.66,2.94,-0.00,-0.00,-2.26,-2.11,-3.14,-2.97,-3.34,-2.59,-3.48,-2.92,-0.00,-7.24,-1.17,-2.41,-3.78,-4.00
38.80,34.61,0.274,0.890,2.801,12.48,1.65,1.12,3.11,2.55,-0.00,-0.00,-5.16,-0.00,-0.00,-6.39,-0.00,-7.10,-0.00,-0.00,-4.02,-0.00,-3.88,-8.05,-0.00,-0.00
42.40,42.40,0.285,0.899,2.717,12.95,1.65,1.12,3.27,2.70,-0.00,-0.00,-0.00,-1.34,-4.37,-1.87,-4.49,-1.97,-4.58,-2.79,-0.90,-7.99,-1.13,-3.23,-3.49,-4.23
38.80,34.44,0.275,0.884,2.802,12.54,1.65,1.12,3.09,2.54,-0.00,-0.00,-0.00,-0.00,-0.00,-5.80,-0.00,-6.86,-0.00,-5.48,-0.00,-0.00,-3.85,-7.58,-4.87,-0.00
37.50,37.50,0.235,0.899,2.576,10.85,1.65,1.12,3.46,2.75,-0.00,-0.00,-0.00,-0.00,-4.18,-2.45,-3.60,-1.80,-4.32,-2.60,-0.00,-7.62,-0.77,-2.92,-3.51,-3.72
31.00,20.67,0.218,0.893,2.801,10.10,1.65,1.12,3.07,2.41,-0.00,-0.00,-0.00,-0.00,-0.00,-6.10,-0.00,-6.37,-0.00,-0.00,-0.00,-0.00,-0.00,-8.20,-0.00,-0.00
31.60,31.60,0.185,0.917,2.480,8.64,1.65,1.12,3.66,2.77,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-3.77,-1.90,-4.29,-3.05,-0.00,-7.69,-0.00,-2.93,-3.70,-4.27
5.30,5.30,0.029,0.975,2.476,1.46,1.65,1.12,3.63,1.25,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.52,-0.60,-0.52,-0.62,-0.00,-1.35,-0.00,-0.97,-0.72,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
7.40,7.40,0.044,0.904,2.478,2.14,1.65,1.12,3.46,1.51,-0.00,-0.00,-0.00,-0.00,-0.88,-0.95,-0.89,-0.93,-0.89,-1.15,-0.00,-1.71,-0.00,-0.00,-0.00,-0.00
34.60,34.60,0.228,0.828,2.526,10.53,1.65,1.12,3.29,2.60,-0.00,-0.00,-0.00,-0.00,-4.00,-3.99,-4.06,-4.74,-4.10,-4.51,-0.00,-9.21,-0.00,-0.00,-0.00,-0.00
39.60,39.60,0.293,0.814,2.749,13.31,1.65,1.12,2.98,2.46,-0.00,-0.00,-0.00,-0.00,-4.63,-4.57,-3.73,-5.89,-4.92,-5.06,-0.00,-10.80,-0.00,-0.00,-0.00,-0.00
39.60,39.60,0.252,0.838,2.480,11.57,1.65,1.12,3.42,2.76,-0.00,-0.00,-0.00,-0.00,-3.31,-3.21,-2.18,-2.94,-2.94,-2.66,-2.27,-6.15,-2.00,-3.61,-3.93,-4.40
35.30,23.23,0.253,0.874,2.802,11.59,1.65,1.12,3.05,2.46,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-5.52,-0.00,-0.00,-5.11,-0.00,-4.68,-7.91,-0.00,-0.00
25.90,25.90,0.160,0.949,2.648,7.54,1.65,1.12,3.43,2.51,-0.00,-0.00,-0.00,-0.00,-3.11,-3.86,-0.00,-4.16,-0.00,-3.97,-1.63,-0.00,-1.39,-6.03,-1.76,-0.00
29.60,28.66,0.190,0.987,2.802,8.89,1.65,1.12,3.33,2.54,-0.00,-0.00,-0.00,-0.00,-4.95,-4.36,-2.36,-3.27,-0.00,-3.66,-1.56,-0.00,-1.44,-3.53,-3.53,-0.00
26.80,8.45,0.162,1.048,2.801,7.65,1.65,1.12,3.50,2.57,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-4.32,-0.00,-4.13,-0.00,-0.00,-0.00
26.70,26.49,0.159,1.067,2.802,7.49,1.65,1.12,3.56,2.60,-0.00,-0.00,-0.00,-0.00,-3.27,-5.40,-0.00,-3.99,-0.00,-3.33,-3.67,-0.00,-2.10,-4.73,-0.00,-0.00
23.00,11.46,0.137,1.065,2.802,6.51,1.65,1.12,3.53,2.48,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-3.70,-7.77,-0.00,-0.00
23.60,21.23,0.145,1.036,2.801,6.85,1.65,1.12,3.44,2.45,-0.00,-0.00,-0.00,-0.00,-3.27,-4.59,-0.00,-3.26,-0.00,-0.00,-0.00,-0.00,-2.02,-8.10,-0.00,-0.00
24.90,11.10,0.160,0.988,2.802,7.54,1.65,1.12,3.30,2.42,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-6.34,-0.00,-0.00,-0.00,-0.00,-4.75,-0.00,-0.00,-0.00
30.90,30.90,0.187,0.978,2.661,8.74,1.65,1.12,3.54,2.69,-0.00,-0.00,-0.00,-0.00,-3.26,-2.35,-1.88,-1.62,-0.00,-2.96,-0.00,-6.56,-1.22,-3.00,-3.72,-4.35
26.00,20.32,0.174,0.947,2.801,8.15,1.65,1.12,3.19,2.38,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-5.98,-0.00,-0.00,-0.00,-0.00,-5.71,-8.63,-0.00,-0.00
31.00,31.00,0.189,0.877,2.480,8.84,1.65,1.12,3.51,2.67,-0.00,-0.00,-0.00,-0.00,-2.34,-2.49,-2.86,-1.42,-3.31,-2.63,-0.00,-6.14,-0.00,-2.96,-3.34,-3.52
29.10,25.45,0.211,0.858,2.802,9.82,1.65,1.12,2.96,2.31,-0.00,-0.00,-0.00,-0.00,-5.55,-6.01,-0.00,-6.16,-0.00,-0.00,-0.00,-0.00,-0.00,-7.72,-0.00,-0.00
19.50,18.51,0.140,0.872,2.802,6.63,1.65,1.12,2.94,2.08,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-5.82,-6.62,-0.00,-6.07,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
9.20,9.20,0.060,0.820,2.480,2.90,1.65,1.12,3.17,1.62,-0.00,-0.00,-0.00,-0.00,-0.96,-1.02,-1.00,-1.11,-1.74,-1.29,-0.00,-2.09,-0.00,-0.00,-0.00,-0.00
42.30,42.30,0.338,0.738,2.753,15.14,1.65,1.12,2.79,2.36,-0.00,-0.00,-0.00,-0.00,-4.96,-4.66,-4.82,-5.98,-5.46,-5.03,-0.00,-11.39,-0.00,-0.00,-0.00,-0.00
53.70,53.70,0.421,0.727,2.683,18.43,1.65,1.12,2.91,2.53,-0.00,-4.75,-5.00,-2.18,-4.14,-3.78,-3.90,-4.71,-4.27,-4.23,-0.00,-8.38,-0.00,-0.00,-4.21,-4.14
49.40,48.93,0.395,0.759,2.802,17.40,1.65,1.12,2.84,2.45,-0.00,-7.22,-0.00,-2.05,-4.64,-3.98,-2.83,-3.12,-2.94,-2.74,-0.00,-5.79,-2.39,-0.00,-5.48,-5.74
38.00,32.42,0.298,0.779,2.801,13.49,1.65,1.12,2.82,2.34,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-4.95,-4.95,-0.00,-0.00,-10.38,-4.24,-7.91,-0.00,-0.00
31.30,31.30,0.203,0.831,2.502,9.45,1.65,1.12,3.31,2.56,-0.00,-0.00,-0.00,-0.00,-3.34,-3.21,-3.20,-3.14,-3.01,-3.32,-0.00,-3.29,-1.30,-5.00,-2.48,-0.00
30.20,25.98,0.220,0.853,2.801,10.21,1.65,1.12,2.96,2.33,-0.00,-0.00,-0.00,-4.87,-5.07,-0.00,-0.00,-4.96,-0.00,-0.00,-0.00,-0.00,-3.79,-7.29,-0.00,-0.00
30.90,30.90,0.189,0.886,2.504,8.85,1.65,1.12,3.49,2.66,-0.00,-0.00,-0.00,-2.15,-3.80,-3.93,-0.00,-2.84,-0.00,-4.16,-0.00,-4.49,-1.82,-4.18,-3.53,-0.00
